t,x,y,z,vx,vy,vz,roll,pitch,yaw,p,q,r,mass,phase,speed,airspeed,mach,q_dyn,rho,cd_eff,alpha_deg,beta_deg,roll_ref_deg,pitch_ref_deg,yaw_ref_deg,roll_error_deg,pitch_error_deg,yaw_error_deg,gimbal_pitch_deg,gimbal_yaw_deg
10.379999999999868,694.7067438809972,54.08172063188748,60.48940711419393,87.66103070109148,9.825175903219197,-33.920031546640026,-0.014319684226986595,-0.34391316755920354,-0.26362435060167977,-4.93390346386239e-06,-0.10323288328865472,-0.18724911079712436,18.0,target_3d,94.4636910130226,94.4636910130226,0.2777874459294296,5433.608718538553,1.2178352344319918,0.2526845890283769,1.3352156603278869,5.973308865560811,-2.88,-26.655163335187606,24.0,-2.059548388731966,-7.069017673498763,38.88997294249063,0.0,0.0
10.399999999999867,696.4599644950191,54.27822414995186,59.81100648326113,87.6355424738431,9.819973964123264,-34.10831162322395,-0.014319782905055867,-0.3459778252249768,-0.2673693328176223,-4.761216842627207e-06,-0.10294001345577841,-0.18723402178942763,18.0,target_3d,94.50692527657408,94.50692527657408,0.27791246646988993,5438.936313373455,1.2179142205529823,0.2526112701820238,1.3288553503348621,5.967394855513106,-2.88,-26.781641708087896,24.0,-2.0595425298336125,-7.076868687970033,39.10456266635337,0.0,0.0
10.419999999999867,698.212675344496,54.47462362923432,59.12884025079665,87.61005560391946,9.81477287560782,-34.29652749098278,-0.014319878129392727,-0.34803662549409253,-0.27111401325341067,-4.594574253135255e-06,-0.10264414070993355,-0.1872195942867294,18.0,target_3d,94.55050034308529,94.55050034308529,0.27803847546958904,5444.308066647739,1.2179936516534529,0.25253836652859823,1.322686356159001,5.961465284308832,-2.88,-26.909683350386718,24.0,-2.0595368759967125,-7.08661415988072,39.31913434167842,0.0,0.0
10.439999999999866,699.9648764565744,54.67091908674648,58.44290970097699,87.58456995738246,9.809572614482152,-34.484679372791916,-0.014319970020877815,-0.3500895083082911,-0.2748584051391454,-4.433764154275521e-06,-0.10234609046758633,-0.18720582831970475,18.0,target_3d,94.59441530799461,94.59441530799461,0.278165470234101,5449.723941645789,1.2180735276486732,0.25246588278254384,1.31671265844611,5.955520281075931,-2.88,-27.039367022438356,24.0,-2.0595314200441037,-7.098337265651612,39.53368872627428,0.0,0.0
10.459999999999866,701.716567855722,54.867110539036126,57.753216113521155,87.55908540042668,9.804373157623372,-34.67276749562949,-0.014320058696160931,-0.3521364301176426,-0.27860252170553945,-4.2785824088758775e-06,-0.10204666063914182,-0.18719272376556698,18.0,target_3d,94.6386692686593,94.6386692686593,0.27829344807446954,5455.183902182865,1.2181538484547698,0.2523938215219612,1.3109372716100165,5.949559974711836,-2.88,-27.170776618341257,24.0,-2.0595261550498347,-7.112125340466009,39.74822657816991,0.0,0.0
10.479999999999865,703.4677495637305,55.06319800218859,57.059760763608566,87.53360179958038,9.79917448199881,-34.860792089310635,-0.01432014426780892,-0.35417736333042527,-0.2823463761808509,-4.128832024565222e-06,-0.10174661972248876,-0.18718028035584292,18.0,target_3d,94.68326132415973,94.68326132415973,0.27842240630663345,5460.687912579262,1.2182346139887277,0.25232218331117806,1.3053622721480305,5.94358449390528,-2.88,-27.30400158807942,24.0,-2.059521074330365,-7.128070329535048,39.9627486554293,0.0,0.0
10.499999999999865,705.2184215997221,55.25918149182857,56.362544921822355,87.50811902189437,9.793976564687012,-35.04875338525802,-0.014320226844449557,-0.356212295724875,-0.28608998178796785,-3.984322903705439e-06,-0.10144670508042684,-0.18716849768377405,18.0,target_3d,94.72819057508858,94.72819057508858,0.278552342250807,5466.235937632753,1.2183158241684053,0.2522509668223456,1.2999888293765771,5.937593967158127,-2.88,-27.4391374019786,24.0,-2.0595161714360892,-7.1462692840737025,40.17725571597584,0.0,0.0
10.519999999999865,706.96858398016,55.45506102312231,55.6615698541172,87.48263693511913,9.788779382897395,-35.23665161531204,-0.014320306530907434,-0.35824122982648365,-0.28983335174164315,-3.844871602075749e-06,-0.10114762140122091,-0.18715737521135928,18.0,target_3d,94.77345612332762,94.77345612332762,0.2786832532308251,5471.827942589471,1.2183974789125358,0.2521801689555359,1.2948172383783088,5.93158852280706,-2.88,-27.576286062485874,24.0,-2.0595114401430945,-7.16682490678456,40.39174851742513,0.0,0.0
10.539999999999864,708.7182367188624,55.65083661078026,54.95683682181095,87.4571554078701,9.783582913988566,-35.42448701058363,-0.014320383428339412,-0.3602641822545083,-0.29357649924587026,-3.7103010960030976e-06,-0.10085003934089928,-0.18714691227605418,18.0,target_3d,94.81905707181326,94.81905707181326,0.27881513657345447,5477.463893113479,1.2184795781407394,0.2521097849569059,1.2898469549514904,5.92556828904501,-2.88,-27.71555666896809,24.0,-2.0595068744453737,-7.189846152334435,40.606227816926825,0.0,0.0
10.559999999999864,710.4673798270198,55.84650826906003,54.24834708159928,87.43167430978163,9.778387135485342,-35.61225980035235,-0.014320457634361183,-0.3622811830413264,-0.29731943749139145,-3.580440557642989e-06,-0.10055459434531573,-0.18713710809714154,18.0,target_3d,94.86499252429338,94.86499252429338,0.2789479896076798,5483.143755255179,1.2185621217735145,0.2520398085345774,1.2850766323537004,5.919533393942219,-2.88,-27.857066042018,24.0,-2.059502468547066,-7.215448889102789,40.82069437101394,0.0,0.0
10.579999999999863,712.2160133132155,56.04207601176974,53.53610188559223,87.40619351164968,9.773192025094502,-35.79997021101231,-0.014320529243172508,-0.3642922749282329,-0.30106217965333437,-3.4551251381254846e-06,-0.1002618856494255,-0.18712796178178695,18.0,target_3d,94.91126158507717,94.91126158507717,0.2790818096639695,5488.867495418881,1.2186451097322435,0.2519702319719613,1.2805041596329858,5.913483965466838,-2.88,-28.000939414677777,24.0,-2.059498216855204,-7.2437566294033235,41.03514893546041,0.0,0.0
10.599999999999863,713.9641371834485,56.237539852271624,52.82010248137198,87.38071288556355,9.76799756071929,-35.98761846506812,-0.01432059834567534,-0.36629751264122135,-0.3048047388889703,-3.3341957582910925e-06,-0.09997247545068477,-0.18711947233079304,18.0,target_3d,94.95786335877976,94.95786335877976,0.2792165940735259,5494.635080329638,1.2187285419391825,0.2519010462383198,1.2761267013413613,5.9074201315049395,-2.88,-28.1473111990576,24.0,-2.0594941139725393,-7.274901336450393,41.24959226514543,0.0,0.0
10.619999999999862,715.7117514411598,56.43289980348601,52.10035011207062,87.35523230502707,9.762803720472723,-36.17520478018271,-0.014320665029590618,-0.368296962150235,-0.30854712833558606,-3.217498906750904e-06,-0.09968688825297725,-0.18711163864406588,18.0,target_3d,95.00479695006365,95.00479695006365,0.27935234016752664,5500.446476999643,1.2188124183174596,0.2518322410964277,1.2719407384293897,5.901342019879857,-2.88,-28.296325838072566,24.0,-2.0594901546907733,-7.309024317590661,41.464025113925054,0.0,0.0
10.639999999999862,717.4588560872603,56.628155877895466,51.37684601646697,87.3297516450693,9.757610482689728,-36.36272936827888,-0.014320729379568853,-0.3702906999152944,-0.3122893611084674,-3.1048864450146227e-06,-0.09940561037699064,-0.18710445952580554,18.0,target_3d,95.05206146337845,95.05206146337845,0.2794890452763606,5506.301652694282,1.218896738791059,0.2517638052072394,1.2679421101223824,5.895249758370768,-2.88,-28.448138753474048,24.0,-2.0594863339838665,-7.346277214776153,41.67844823451046,0.0,0.0
