t,x,z,vx,vz,theta,q,mass,gamma,gamma_ref,alpha,alpha_air,alpha_cmd,alpha_limit,gimbal_cmd,gimbal,speed,airspeed,mach,q_dyn,rho,cd_eff,thrust,wind_x
12.899999999999814,22.491575575427987,1585.4976364938966,3.612093493524038,127.30200088890999,1.5694491272742277,-8.612681980991272,21.400000000000947,1.541336320575916,1.361636069235902,0.19963544594118487,0.19963544594118487,-0.05235987755982988,0.04097175316487285,0.10471975511965977,-0.06650145754838414,126.80986329208407,126.80986329208407,0.37948677388673263,8437.428870008434,1.0493830657875847,0.3345888034782071,850.0,0.0
12.919999999999813,22.56381744529847,1588.043676511675,3.6546443064426732,127.86663776161345,1.3971954876544022,-8.358918149007838,21.386666666667615,1.5424297294438314,1.361007750705184,0.027019397830396308,0.027019397830396308,-0.05235987755982988,0.04082448567281348,0.10471975511965977,-0.06021827224120456,127.35323572538704,127.35323572538704,0.3811241524538789,8507.74391796242,1.0491182390094491,0.22510435361182218,850.0,0.0
12.939999999999813,22.636910331427323,1590.601009266907,3.8621058664499,128.40327891070592,1.2300171246742453,-7.824996140300705,21.373333333334283,1.542222418208763,1.3603794321744662,-0.14502693055436078,-0.14502693055436078,-0.05235987755982988,0.040670414043791354,0.10471975511965977,-0.053935086934024976,127.91885505063858,127.91885505063858,0.38282825669553644,8581.307702009697,1.0488523205180649,0.282019408958688,850.0,0.0
12.959999999999813,22.71415244875632,1593.1690748451213,4.224547866764393,128.86941775868954,1.0735172018682313,-7.030182771885,21.36000000000095,1.540727454167148,1.3597511136437483,-0.3107103294929028,-0.3107103294929028,-0.05235987755982988,0.040522264768058494,0.10471975511965977,-0.04765190162684539,128.4613478706502,128.4613478706502,0.3844632998308021,8652.043770654802,1.0485852744797495,0.49350788718541966,850.0,0.0
12.979999999999812,22.798643406091607,1595.746463200295,4.724293139942109,129.23181951170886,0.9329135464305313,-6.00300172265131,21.34666666666762,1.5380264452069046,1.3591227951130302,-0.46450924333867327,-0.46450924333867327,-0.05235987755982988,0.040392027665373934,0.10471975511965977,-0.04136871631966581,128.93864292035272,128.93864292035272,0.3859033577562045,8714.227406653445,1.0483171600278351,0.8274050391490289,850.0,0.0
12.999999999999812,22.893129268890448,1598.3310995905292,5.338348257150742,129.47130302547072,0.8128535119775051,-4.780763422407272,21.333333333334288,1.5342558653449618,1.3584944765823124,-0.6013423189144306,-0.6013423189144306,-0.05235987755982988,0.040289145897689546,0.10471975511965977,-0.035085531012486224,129.31814304257156,129.31814304257156,0.3870508433553769,8763.349832296453,1.0480481249829812,1.2358151842082465,850.0,0.0
13.019999999999811,22.999896234033464,1600.9205256510386,6.0412484531508515,129.58521740471184,0.7172382435293596,-3.4083248111877875,21.320000000000956,1.5295877653126724,1.3578661580515945,-0.7167342533351673,-0.7167342533351673,-0.05235987755982988,0.040219110789701015,0.10471975511965977,-0.028802345705306636,129.58131141961746,129.58131141961746,0.38785023851720973,8796.7891331755,1.0477783864147303,1.6617158747439869,850.0,0.0
13.03999999999981,23.12072120309648,1603.5122299991328,6.807593785543817,129.58735376937125,0.6490717473056038,-1.9361103543625584,21.306666666667624,1.5242101685800342,1.3572378395208764,-0.8069719250506746,-0.8069719250506746,-0.05235987755982988,0.04018271627320527,0.10471975511965977,-0.02251916039812705,129.7259621382672,129.7259621382672,0.3882949578367303,8814.166234780712,1.0475082012473842,2.0467226247992847,850.0,0.0
13.05999999999981,23.256873078807356,1606.1039770745203,7.613728717272618,129.50555337358375,0.6103495402183526,-0.4176113064716611,21.293333333334292,1.5183117159984865,1.3566095209901585,-0.8692399686928827,-0.8692399686928827,-0.05235987755982988,0.04017607533852267,0.10471975511965977,-0.01623597509094746,129.76604174473826,129.76604174473826,0.38842670372041477,8817.337047525172,1.0472378317338407,2.3389766296643413,850.0,0.0
13.07999999999981,23.409147653152807,1608.694088141992,8.438330809237756,129.37763609583385,0.6019973140889194,1.0932983040261695,21.28000000000096,1.5120731697111465,1.3559812024594406,-0.9017236294927938,-0.9017236294927938,-0.05235987755982988,0.040191332757906074,0.10471975511965977,-0.009952789783767874,129.72916873077688,129.72916873077688,0.3883281100616782,8810.052166384088,1.0469675111546688,2.5000491149175934,850.0,0.0
