rank,score,kp,ki,kd,guidance_gain,guidance_altitude_gain,gamma_final_deg,peak_altitude,downrange,impact_error,final_speed,flight_time,landed,mean_alpha_deg,max_alpha_deg,mean_gimbal_deg,max_gimbal_deg,saturation_ratio,mean_gamma_error_deg
1,4601.651403,3.5,0.7,1.15,0.26,9e-05,73.0,3417.829998,804.534598,4.534598,214.330965,59.300000,1.000000,10.616639,112.173468,0.327259,4.828000,0.000000,1.319721
2,4603.9615,3.5,0.78,1.15,0.26,0.00011,73.0,3417.775244,805.515008,5.515008,214.332885,59.300000,1.000000,10.612117,112.171044,0.327438,4.829608,0.000000,1.290433
3,4604.9663,3.5,0.78,1.15,0.26,0.0001,73.0,3417.775244,805.515008,5.515008,214.332885,59.300000,1.000000,10.612117,112.171044,0.327438,4.829608,0.000000,1.302992
4,4606.2379,3.5,0.78,1.15,0.26,9e-05,73.0,3417.775244,805.515008,5.515008,214.332885,59.300000,1.000000,10.612117,112.171044,0.327438,4.829608,0.000000,1.318888
5,4644.6118,5.1,0.43,0.75,0.39,0.00011,73.0,3402.288936,785.088427,14.911573,213.984425,59.160000,1.000000,10.682481,113.853020,0.311792,4.609606,0.000000,1.371420
6,4645.6190,5.1,0.43,0.75,0.39,0.0001,73.0,3402.288936,785.088427,14.911573,213.984425,59.160000,1.000000,10.682481,113.853020,0.311792,4.609606,0.000000,1.384010
7,4646.8927,5.1,0.43,0.75,0.39,9e-05,73.0,3402.288936,785.088427,14.911573,213.984425,59.160000,1.000000,10.682481,113.853020,0.311792,4.609606,0.000000,1.399930
8,4655.1093,3.5,0.7,1.15,0.26,0.0001,73.0,3417.485626,785.196405,14.803595,214.323651,59.300000,1.000000,10.719661,112.173468,0.318833,4.828000,0.000000,1.307991
9,4672.9493,4.8,0.43,0.9,0.39,0.00011,74.0,3400.820608,786.484690,13.515310,213.920952,59.100000,1.000000,10.815441,115.916462,0.332260,4.760793,0.000000,1.093825
10,4673.9647,4.8,0.43,0.9,0.39,0.0001,74.0,3400.820608,786.484690,13.515310,213.920952,59.100000,1.000000,10.815441,115.916462,0.332260,4.760793,0.000000,1.106518
11,4675.2507,4.8,0.43,0.9,0.39,9e-05,74.0,3400.820608,786.484690,13.515310,213.920952,59.100000,1.000000,10.815441,115.916462,0.332260,4.760793,0.000000,1.122592
12,4678.1914,4.5,0.27,0.75,0.39,9e-05,74.0,3405.051853,813.741026,13.741026,214.043565,59.140000,1.000000,10.575027,116.092377,0.326002,4.827964,0.000000,1.168764
13,4697.2516,5.1,0.43,0.9,0.45,0.00011,73.0,3389.592947,840.827014,40.827014,213.769289,59.020000,1.000000,10.464032,113.599156,0.323641,4.586415,0.000000,1.318419
14,4698.2582,5.1,0.43,0.9,0.45,0.0001,73.0,3389.592947,840.827014,40.827014,213.769289,59.020000,1.000000,10.464032,113.599156,0.323641,4.586415,0.000000,1.331003
15,4699.5306,5.1,0.43,0.9,0.45,9e-05,73.0,3389.592947,840.827014,40.827014,213.769289,59.020000,1.000000,10.464032,113.599156,0.323641,4.586415,0.000000,1.346908
16,4711.0394,4.8,0.43,0.75,0.45,0.00011,73.0,3400.979174,770.568624,29.431376,213.922348,59.140000,1.000000,10.779863,113.699273,0.307295,4.265894,0.000000,1.361379
17,4712.0463,4.8,0.43,0.75,0.45,0.0001,73.0,3400.979174,770.568624,29.431376,213.922348,59.140000,1.000000,10.779863,113.699273,0.307295,4.265894,0.000000,1.373966
18,4713.3195,4.8,0.43,0.75,0.45,9e-05,73.0,3400.979174,770.568624,29.431376,213.922348,59.140000,1.000000,10.779863,113.699273,0.307295,4.265894,0.000000,1.389881
19,4714.5248,2.9,0.7,1.3,0.32,9e-05,74.0,3409.057467,778.443976,21.556024,214.129711,59.140000,1.000000,10.694229,116.489521,0.309534,4.606560,0.000000,1.217271
20,4715.9354,3.2,0.62,1.15,0.38,9e-05,74.0,3401.457824,830.017339,30.017339,213.994537,59.080000,1.000000,10.518892,116.436144,0.320606,4.807417,0.000000,1.129783
21,4718.2986,5.1,0.27,0.75,0.51,0.00011,73.0,3392.237215,836.880315,36.880315,213.804676,59.060000,1.000000,10.509608,113.829578,0.322646,4.828765,0.000000,1.291701
22,4719.3083,5.1,0.27,0.75,0.51,0.0001,73.0,3392.237215,836.880315,36.880315,213.804676,59.060000,1.000000,10.509608,113.829578,0.322646,4.828765,0.000000,1.304322
23,4720.5845,5.1,0.27,0.75,0.51,9e-05,73.0,3392.237215,836.880315,36.880315,213.804676,59.060000,1.000000,10.509608,113.829578,0.322646,4.828765,0.000000,1.320275
24,4723.8927,4.8,0.35,0.75,0.45,0.00011,73.0,3401.141993,767.847535,32.152465,213.916658,59.140000,1.000000,10.793107,113.688402,0.306919,4.261476,0.000000,1.363649
25,4724.8997,4.8,0.35,0.75,0.45,0.0001,73.0,3401.141993,767.847535,32.152465,213.916658,59.140000,1.000000,10.793107,113.688402,0.306919,4.261476,0.000000,1.376235
26,4726.1728,4.8,0.35,0.75,0.45,9e-05,73.0,3401.141993,767.847535,32.152465,213.916658,59.140000,1.000000,10.793107,113.688402,0.306919,4.261476,0.000000,1.392149
27,4729.2361,3.5,0.62,1.15,0.26,0.00011,73.0,3415.526893,768.820837,31.179163,214.278457,59.280000,1.000000,10.821909,112.175870,0.307803,4.826394,0.000000,1.291288
28,4730.2410,3.5,0.62,1.15,0.26,0.0001,73.0,3415.526893,768.820837,31.179163,214.278457,59.280000,1.000000,10.821909,112.175870,0.307803,4.826394,0.000000,1.303849
29,4731.5129,3.5,0.62,1.15,0.26,9e-05,73.0,3415.526893,768.820837,31.179163,214.278457,59.280000,1.000000,10.821909,112.175870,0.307803,4.826394,0.000000,1.319748
30,4731.7810,4.5,0.27,1.05,0.45,0.00011,74.0,3400.215846,773.061243,26.938757,213.923019,59.080000,1.000000,10.843780,115.785980,0.338093,4.750936,0.000000,1.138811
31,4732.7935,4.5,0.27,1.05,0.45,0.0001,74.0,3400.215846,773.061243,26.938757,213.923019,59.080000,1.000000,10.843780,115.785980,0.338093,4.750936,0.000000,1.151468
32,4734.0763,4.5,0.27,1.05,0.45,9e-05,74.0,3400.215846,773.061243,26.938757,213.923019,59.080000,1.000000,10.843780,115.785980,0.338093,4.750936,0.000000,1.167503
33,4735.2268,4.8,0.27,0.75,0.45,0.00011,73.0,3401.304097,765.368299,34.631701,213.983607,59.160000,1.000000,10.802751,113.677494,0.306440,4.257062,0.000000,1.365454
34,4736.2333,4.8,0.27,0.75,0.45,0.0001,73.0,3401.304097,765.368299,34.631701,213.983607,59.160000,1.000000,10.802751,113.677494,0.306440,4.257062,0.000000,1.378036
35,4737.0065,5.1,0.35,0.75,0.51,0.00011,73.0,3391.964214,840.793588,40.793588,213.813127,59.060000,1.000000,10.492812,113.835914,0.323320,4.835173,0.000000,1.288414
36,4737.5059,4.8,0.27,0.75,0.45,9e-05,73.0,3401.304097,765.368299,34.631701,213.983607,59.160000,1.000000,10.802751,113.677494,0.306440,4.257062,0.000000,1.393944
37,4738.0162,5.1,0.35,0.75,0.51,0.0001,73.0,3391.964214,840.793588,40.793588,213.813127,59.060000,1.000000,10.492812,113.835914,0.323320,4.835173,0.000000,1.301035
38,4738.3182,4.8,0.35,1.05,0.51,0.00011,73.0,3389.245893,853.063692,53.063692,213.757704,59.000000,1.000000,10.438486,113.451850,0.334233,4.677137,0.000000,1.290191
39,4739.2926,5.1,0.35,0.75,0.51,9e-05,73.0,3391.964214,840.793588,40.793588,213.813127,59.060000,1.000000,10.492812,113.835914,0.323320,4.835173,0.000000,1.316990
40,4739.3243,4.8,0.35,1.05,0.51,0.0001,73.0,3389.245893,853.063692,53.063692,213.757704,59.000000,1.000000,10.438486,113.451850,0.334233,4.677137,0.000000,1.302766
41,4739.9791,4.8,0.27,1.05,0.51,0.00011,73.0,3389.209558,853.573083,53.573083,213.758689,59.000000,1.000000,10.436409,113.450650,0.334316,4.677978,0.000000,1.289747
42,4740.5958,4.8,0.35,1.05,0.51,9e-05,73.0,3389.245893,853.063692,53.063692,213.757704,59.000000,1.000000,10.438486,113.451850,0.334233,4.677137,0.000000,1.318660
43,4740.9851,4.8,0.27,1.05,0.51,0.0001,73.0,3389.209558,853.573083,53.573083,213.758689,59.000000,1.000000,10.436409,113.450650,0.334316,4.677978,0.000000,1.302322
44,4741.9745,5.1,0.35,0.75,0.39,0.00011,73.0,3403.692584,764.787544,35.212456,214.012016,59.180000,1.000000,10.791984,113.848258,0.302935,4.245623,0.000000,1.375270
45,4742.2566,4.8,0.27,1.05,0.51,9e-05,73.0,3389.209558,853.573083,53.573083,213.758689,59.000000,1.000000,10.436409,113.450650,0.334316,4.677978,0.000000,1.318216
46,4742.9813,5.1,0.35,0.75,0.39,0.0001,73.0,3403.692584,764.787544,35.212456,214.012016,59.180000,1.000000,10.791984,113.848258,0.302935,4.245623,0.000000,1.387854
47,4744.2544,5.1,0.35,0.75,0.39,9e-05,73.0,3403.692584,764.787544,35.212456,214.012016,59.180000,1.000000,10.791984,113.848258,0.302935,4.245623,0.000000,1.403768
48,4753.0234,2.9,0.78,1.3,0.32,9e-05,74.0,3406.733630,781.853130,18.146870,214.107058,59.120000,1.000000,10.661482,116.463595,0.318272,4.864098,0.000000,1.230219
49,4755.7499,5.1,0.43,0.75,0.51,0.00011,73.0,3391.689747,844.709999,44.709999,213.821584,59.060000,1.000000,10.476158,113.842175,0.323996,4.841588,0.000000,1.285123
50,4756.7597,5.1,0.43,0.75,0.51,0.0001,73.0,3391.689747,844.709999,44.709999,213.821584,59.060000,1.000000,10.476158,113.842175,0.323996,4.841588,0.000000,1.297745
51,4758.0361,5.1,0.43,0.75,0.51,9e-05,73.0,3391.689747,844.709999,44.709999,213.821584,59.060000,1.000000,10.476158,113.842175,0.323996,4.841588,0.000000,1.313700
52,4776.2155,3.5,0.7,1.15,0.26,0.00011,73.0,3417.023925,759.545100,40.454900,214.240640,59.280000,1.000000,10.865419,112.173468,0.308684,4.828000,0.000000,1.301365
53,4780.9471,5.1,0.27,1.05,0.51,0.00011,73.0,3391.472313,779.230019,20.769981,213.725452,59.020000,1.000000,10.761372,113.536470,0.328293,4.931715,0.000000,1.350709
54,4781.9525,5.1,0.27,1.05,0.51,0.0001,73.0,3391.472313,779.230019,20.769981,213.725452,59.020000,1.000000,10.761372,113.536470,0.328293,4.931715,0.000000,1.363276
55,4783.2235,5.1,0.27,1.05,0.51,9e-05,73.0,3391.472313,779.230019,20.769981,213.725452,59.020000,1.000000,10.761372,113.536470,0.328293,4.931715,0.000000,1.379164
56,4788.2333,3.2,0.62,1.15,0.38,0.0001,74.0,3399.264397,852.566196,52.566196,213.985886,59.060000,1.000000,10.412101,116.436144,0.330888,4.807417,0.000000,1.108800
57,4799.1535,5.1,0.27,0.75,0.39,0.00011,73.0,3404.463923,752.960342,47.039658,213.986306,59.180000,1.000000,10.858286,113.843431,0.299003,4.241644,0.000000,1.378486
58,4800.1602,5.1,0.27,0.75,0.39,0.0001,73.0,3404.463923,752.960342,47.039658,213.986306,59.180000,1.000000,10.858286,113.843431,0.299003,4.241644,0.000000,1.391070
59,4801.4332,5.1,0.27,0.75,0.39,9e-05,73.0,3404.463923,752.960342,47.039658,213.986306,59.180000,1.000000,10.858286,113.843431,0.299003,4.241644,0.000000,1.406983
60,4839.6127,4.5,0.35,0.75,0.39,0.00011,74.0,3408.406749,757.284729,42.715271,214.110253,59.200000,1.000000,10.880727,116.090034,0.308346,4.830791,0.000000,1.149492
61,4839.6813,4.5,0.43,1.05,0.51,0.00011,73.0,3386.988663,883.902558,83.902558,213.745322,58.980000,1.000000,10.318564,113.375123,0.340590,4.728411,0.000000,1.263476
62,4840.6290,4.5,0.35,0.75,0.39,0.0001,74.0,3408.406749,757.284729,42.715271,214.110253,59.200000,1.000000,10.880727,116.090034,0.308346,4.830791,0.000000,1.162196
63,4840.6880,4.5,0.43,1.05,0.51,0.0001,73.0,3386.988663,883.902558,83.902558,213.745322,58.980000,1.000000,10.318564,113.375123,0.340590,4.728411,0.000000,1.276060
64,4841.2882,4.5,0.35,1.05,0.51,0.00011,73.0,3386.952590,884.392308,84.392308,213.746273,58.980000,1.000000,10.316677,113.373643,0.340690,4.729223,0.000000,1.263049
65,4841.9601,4.5,0.43,1.05,0.51,9e-05,73.0,3386.988663,883.902558,83.902558,213.745322,58.980000,1.000000,10.318564,113.375123,0.340590,4.728411,0.000000,1.291961
66,4842.2949,4.5,0.35,1.05,0.51,0.0001,73.0,3386.952590,884.392308,84.392308,213.746273,58.980000,1.000000,10.316677,113.373643,0.340690,4.729223,0.000000,1.275632
67,4842.8941,4.5,0.27,1.05,0.51,0.00011,73.0,3386.916524,884.881712,84.881712,213.747223,58.980000,1.000000,10.314794,113.372157,0.340790,4.730034,0.000000,1.262621
68,4843.5670,4.5,0.35,1.05,0.51,9e-05,73.0,3386.952590,884.392308,84.392308,213.746273,58.980000,1.000000,10.316677,113.373643,0.340690,4.729223,0.000000,1.291533
69,4843.9008,4.5,0.27,1.05,0.51,0.0001,73.0,3386.916524,884.881712,84.881712,213.747223,58.980000,1.000000,10.314794,113.372157,0.340790,4.730034,0.000000,1.275205
70,4845.1729,4.5,0.27,1.05,0.51,9e-05,73.0,3386.916524,884.881712,84.881712,213.747223,58.980000,1.000000,10.314794,113.372157,0.340790,4.730034,0.000000,1.291106
71,4845.4925,4.5,0.27,0.75,0.39,0.00011,74.0,3408.514551,755.551570,44.448430,214.106464,59.200000,1.000000,10.889688,116.092377,0.308054,4.827964,0.000000,1.150908
72,4846.5087,4.5,0.27,0.75,0.39,0.0001,74.0,3408.514551,755.551570,44.448430,214.106464,59.200000,1.000000,10.889688,116.092377,0.308054,4.827964,0.000000,1.163611
73,4847.5664,2.9,0.78,1.3,0.32,0.00011,74.0,3415.628929,751.055166,48.944834,214.249341,59.240000,1.000000,10.840514,116.463595,0.301164,4.557467,0.000000,1.187960
74,4849.5376,4.8,0.27,1.05,0.51,0.00011,75.0,3430.097416,785.843612,14.156388,214.597194,59.440000,1.000000,10.692534,117.114434,0.334973,4.969189,0.000000,0.942283
75,4849.9950,2.9,0.78,1.3,0.32,0.0001,74.0,3414.249158,750.494400,49.505600,214.218469,59.220000,1.000000,10.841065,116.463595,0.301396,4.557467,0.000000,1.206299
76,4850.5531,4.8,0.27,1.05,0.51,0.0001,75.0,3430.097416,785.843612,14.156388,214.597194,59.440000,1.000000,10.692534,117.114434,0.334973,4.969189,0.000000,0.954977
77,4851.0658,4.8,0.35,1.05,0.51,0.00011,75.0,3430.123753,785.387949,14.612051,214.596416,59.440000,1.000000,10.694785,117.115143,0.334891,4.968444,0.000000,0.942647
78,4851.8419,4.8,0.27,1.05,0.51,9e-05,75.0,3430.097416,785.843612,14.156388,214.597194,59.440000,1.000000,10.692534,117.114434,0.334973,4.969189,0.000000,0.971086
79,4852.0813,4.8,0.35,1.05,0.51,0.0001,75.0,3430.123753,785.387949,14.612051,214.596416,59.440000,1.000000,10.694785,117.115143,0.334891,4.968444,0.000000,0.955341
80,4852.5952,4.8,0.43,1.05,0.51,0.00011,75.0,3430.150094,784.931979,15.068021,214.595637,59.440000,1.000000,10.697039,117.115846,0.334808,4.967698,0.000000,0.943011
81,4853.3701,4.8,0.35,1.05,0.51,9e-05,75.0,3430.123753,785.387949,14.612051,214.596416,59.440000,1.000000,10.694785,117.115143,0.334891,4.968444,0.000000,0.971450
82,4853.6107,4.8,0.43,1.05,0.51,0.0001,75.0,3430.150094,784.931979,15.068021,214.595637,59.440000,1.000000,10.697039,117.115846,0.334808,4.967698,0.000000,0.955705
83,4854.8994,4.8,0.43,1.05,0.51,9e-05,75.0,3430.150094,784.931979,15.068021,214.595637,59.440000,1.000000,10.697039,117.115846,0.334808,4.967698,0.000000,0.971815
84,4859.6594,4.8,0.43,0.9,0.45,0.00011,74.0,3398.556143,811.080821,11.080821,213.912019,59.080000,1.000000,10.730023,116.294226,0.338437,5.030649,0.000000,1.040462
85,4860.6759,4.8,0.43,0.9,0.45,0.0001,74.0,3398.556143,811.080821,11.080821,213.912019,59.080000,1.000000,10.730023,116.294226,0.338437,5.030649,0.000000,1.053169
86,4860.8951,4.8,0.35,0.9,0.45,0.00011,74.0,3398.536494,811.345942,11.345942,213.912564,59.080000,1.000000,10.728795,116.293245,0.338485,5.031092,0.000000,1.040236
87,4861.9116,4.8,0.35,0.9,0.45,0.0001,74.0,3398.536494,811.345942,11.345942,213.912564,59.080000,1.000000,10.728795,116.293245,0.338485,5.031092,0.000000,1.052943
88,4861.9637,4.8,0.43,0.9,0.45,9e-05,74.0,3398.556143,811.080821,11.080821,213.912019,59.080000,1.000000,10.730023,116.294226,0.338437,5.030649,0.000000,1.069267
89,4862.1300,4.8,0.27,0.9,0.45,0.00011,74.0,3398.516855,811.610874,11.610874,213.913108,59.080000,1.000000,10.727569,116.292263,0.338533,5.031534,0.000000,1.040010
90,4863.1466,4.8,0.27,0.9,0.45,0.0001,74.0,3398.516855,811.610874,11.610874,213.913108,59.080000,1.000000,10.727569,116.292263,0.338533,5.031534,0.000000,1.052716
91,4863.1995,4.8,0.35,0.9,0.45,9e-05,74.0,3398.536494,811.345942,11.345942,213.912564,59.080000,1.000000,10.728795,116.293245,0.338485,5.031092,0.000000,1.069041
92,4864.4344,4.8,0.27,0.9,0.45,9e-05,74.0,3398.516855,811.610874,11.610874,213.913108,59.080000,1.000000,10.727569,116.292263,0.338533,5.031534,0.000000,1.068815
93,4866.5157,2.9,0.62,1.3,0.32,9e-05,74.0,3416.347305,748.079672,51.920328,214.223527,59.240000,1.000000,10.873477,116.514411,0.298371,4.655344,0.000000,1.201094
94,4889.6059,5.1,0.35,1.05,0.51,0.00011,73.0,3388.587888,820.789579,20.789579,213.676926,58.980000,1.000000,10.562030,113.436197,0.338152,5.089178,0.000000,1.332876
95,4890.6123,5.1,0.35,1.05,0.51,0.0001,73.0,3388.587888,820.789579,20.789579,213.676926,58.980000,1.000000,10.562030,113.436197,0.338152,5.089178,0.000000,1.345455
96,4891.0967,3.2,0.78,1.3,0.32,0.00011,74.0,3410.209693,738.680090,61.319910,214.142415,59.180000,1.000000,10.906384,115.781107,0.305212,4.472004,0.000000,1.214807
97,4891.8842,5.1,0.35,1.05,0.51,9e-05,73.0,3388.587888,820.789579,20.789579,213.676926,58.980000,1.000000,10.562030,113.436197,0.338152,5.089178,0.000000,1.361353
98,4892.1050,3.2,0.78,1.3,0.32,0.0001,74.0,3410.209693,738.680090,61.319910,214.142415,59.180000,1.000000,10.906384,115.781107,0.305212,4.472004,0.000000,1.227411
99,4893.3834,3.2,0.78,1.3,0.32,9e-05,74.0,3410.209693,738.680090,61.319910,214.142415,59.180000,1.000000,10.906384,115.781107,0.305212,4.472004,0.000000,1.243390
100,4899.2084,3.2,0.7,1.3,0.32,0.00011,74.0,3410.314309,736.969006,63.030994,214.138575,59.180000,1.000000,10.915396,115.770802,0.304930,4.469206,0.000000,1.216208
101,4900.2168,3.2,0.7,1.3,0.32,0.0001,74.0,3410.314309,736.969006,63.030994,214.138575,59.180000,1.000000,10.915396,115.770802,0.304930,4.469206,0.000000,1.228812
102,4901.4951,3.2,0.7,1.3,0.32,9e-05,74.0,3410.314309,736.969006,63.030994,214.138575,59.180000,1.000000,10.915396,115.770802,0.304930,4.469206,0.000000,1.244790
103,4908.3265,3.2,0.62,1.3,0.32,0.0001,74.0,3410.418640,735.259120,64.740880,214.134735,59.180000,1.000000,10.924433,115.760473,0.304648,4.466409,0.000000,1.230211
104,4908.5933,3.2,0.7,1.3,0.32,6e-05,74.0,3410.314309,736.969006,63.030994,214.138575,59.180000,1.000000,10.915396,115.770802,0.304930,4.469206,0.000000,1.333519
105,4909.6048,3.2,0.62,1.3,0.32,9e-05,74.0,3410.418640,735.259120,64.740880,214.134735,59.180000,1.000000,10.924433,115.760473,0.304648,4.466409,0.000000,1.246189
106,4923.8233,3.2,0.62,1.3,0.32,0.00011,74.0,3410.818301,731.906556,68.093444,214.121855,59.180000,1.000000,10.944376,115.760473,0.303145,4.466409,0.000000,1.218089
107,4923.9256,4.5,0.43,0.9,0.45,0.00011,73.0,3402.687284,723.678941,76.321059,213.977301,59.160000,1.000000,11.006025,113.118976,0.295397,4.662244,0.000000,1.404789
108,4924.9288,4.5,0.43,0.9,0.45,0.0001,73.0,3402.687284,723.678941,76.321059,213.977301,59.160000,1.000000,11.006025,113.118976,0.295397,4.662244,0.000000,1.417330
109,4926.1973,4.5,0.43,0.9,0.45,9e-05,73.0,3402.687284,723.678941,76.321059,213.977301,59.160000,1.000000,11.006025,113.118976,0.295397,4.662244,0.000000,1.433186
110,4926.5024,5.1,0.43,1.05,0.45,0.00011,73.0,3397.830649,721.782664,78.217336,213.822990,59.100000,1.000000,11.049306,112.717290,0.312651,4.460575,0.000000,1.398121
111,4927.5049,5.1,0.43,1.05,0.45,0.0001,73.0,3397.830649,721.782664,78.217336,213.822990,59.100000,1.000000,11.049306,112.717290,0.312651,4.460575,0.000000,1.410653
112,4928.5846,4.5,0.27,1.05,0.51,0.00011,74.0,3393.101380,845.031703,45.031703,213.819312,59.020000,1.000000,10.605136,115.367996,0.361973,5.001056,0.000000,1.006069
113,4928.7715,5.1,0.43,1.05,0.45,9e-05,73.0,3397.830649,721.782664,78.217336,213.822990,59.100000,1.000000,11.049306,112.717290,0.312651,4.460575,0.000000,1.426485
114,4931.8669,5.1,0.27,1.05,0.39,0.00011,73.0,3400.565566,722.805519,77.194481,213.903503,59.140000,1.000000,11.059636,113.268719,0.288325,4.509156,0.000000,1.367352
115,4932.0325,3.2,0.35,0.9,0.58,0.0001,74.0,3404.568633,733.767610,66.232390,214.000598,59.120000,1.000000,10.984738,116.660580,0.313033,4.743325,0.000000,1.207595
116,4932.8698,5.1,0.27,1.05,0.39,0.0001,73.0,3400.565566,722.805519,77.194481,213.903503,59.140000,1.000000,11.059636,113.268719,0.288325,4.509156,0.000000,1.379889
117,4933.1724,5.1,0.35,1.05,0.39,0.00011,73.0,3400.581739,722.537397,77.462603,213.902979,59.140000,1.000000,11.061076,113.268729,0.288289,4.508722,0.000000,1.367581
118,4934.1372,5.1,0.27,1.05,0.39,9e-05,73.0,3400.565566,722.805519,77.194481,213.903503,59.140000,1.000000,11.059636,113.268719,0.288325,4.509156,0.000000,1.395731
119,4934.1753,5.1,0.35,1.05,0.39,0.0001,73.0,3400.581739,722.537397,77.462603,213.902979,59.140000,1.000000,11.061076,113.268729,0.288289,4.508722,0.000000,1.380118
120,4934.4788,5.1,0.43,1.05,0.39,0.00011,73.0,3400.597915,722.269124,77.730876,213.902454,59.140000,1.000000,11.062518,113.268737,0.288253,4.508288,0.000000,1.367810
121,4935.4427,5.1,0.35,1.05,0.39,9e-05,73.0,3400.581739,722.537397,77.462603,213.902979,59.140000,1.000000,11.061076,113.268729,0.288289,4.508722,0.000000,1.395960
122,4935.4817,5.1,0.43,1.05,0.39,0.0001,73.0,3400.597915,722.269124,77.730876,213.902454,59.140000,1.000000,11.062518,113.268737,0.288253,4.508288,0.000000,1.380347
123,4936.7491,5.1,0.43,1.05,0.39,9e-05,73.0,3400.597915,722.269124,77.730876,213.902454,59.140000,1.000000,11.062518,113.268737,0.288253,4.508288,0.000000,1.396190
124,4937.2518,4.5,0.43,1.05,0.51,0.00011,74.0,3392.578007,847.957373,47.957373,213.762550,59.000000,1.000000,10.592649,115.373028,0.364265,4.999837,0.000000,1.006518
125,4937.6727,4.5,0.35,0.9,0.45,0.00011,73.0,3402.843250,720.807985,79.192015,213.971307,59.160000,1.000000,11.021436,113.107184,0.295070,4.657582,0.000000,1.407185
126,4938.2660,4.5,0.43,1.05,0.51,0.0001,74.0,3392.578007,847.957373,47.957373,213.762550,59.000000,1.000000,10.592649,115.373028,0.364265,4.999837,0.000000,1.019196
127,4938.6759,4.5,0.35,0.9,0.45,0.0001,73.0,3402.843250,720.807985,79.192015,213.971307,59.160000,1.000000,11.021436,113.107184,0.295070,4.657582,0.000000,1.419725
128,4938.9366,4.5,0.35,1.05,0.51,0.00011,74.0,3392.551099,848.318195,48.318195,213.763254,59.000000,1.000000,10.591100,115.370513,0.364340,5.000447,0.000000,1.006208
129,4939.4947,3.2,0.7,0.9,0.58,0.0001,78.0,3507.750579,791.997175,8.002825,216.181709,60.120000,1.000000,10.286235,127.034726,0.313063,4.905323,0.000000,0.625860
130,4939.5499,4.5,0.43,1.05,0.51,9e-05,74.0,3392.578007,847.957373,47.957373,213.762550,59.000000,1.000000,10.592649,115.373028,0.364265,4.999837,0.000000,1.035245
131,4939.9443,4.5,0.35,0.9,0.45,9e-05,73.0,3402.843250,720.807985,79.192015,213.971307,59.160000,1.000000,11.021436,113.107184,0.295070,4.657582,0.000000,1.435581
132,4939.9508,4.5,0.35,1.05,0.51,0.0001,74.0,3392.551099,848.318195,48.318195,213.763254,59.000000,1.000000,10.591100,115.370513,0.364340,5.000447,0.000000,1.018885
133,4940.4481,3.2,0.35,0.9,0.58,6e-05,74.0,3404.568633,733.767610,66.232390,214.000598,59.120000,1.000000,10.984738,116.660580,0.313033,4.743325,0.000000,1.312790
134,4941.2347,4.5,0.35,1.05,0.51,9e-05,74.0,3392.551099,848.318195,48.318195,213.763254,59.000000,1.000000,10.591100,115.370513,0.364340,5.000447,0.000000,1.034934
135,4941.6346,4.5,0.27,1.05,0.51,0.0001,74.0,3392.524200,848.678782,48.678782,213.763958,59.000000,1.000000,10.589554,115.367996,0.364416,5.001056,0.000000,1.018575
136,4942.9186,4.5,0.27,1.05,0.51,9e-05,74.0,3392.524200,848.678782,48.678782,213.763958,59.000000,1.000000,10.589554,115.367996,0.364416,5.001056,0.000000,1.034624
137,4944.0565,3.2,0.35,1.3,0.32,6e-05,74.0,3410.768651,729.497119,70.502881,214.121774,59.180000,1.000000,10.955115,115.725430,0.303699,4.456986,0.000000,1.339619
138,4944.8482,4.5,0.43,0.75,0.39,9e-05,74.0,3400.747654,829.843846,29.843846,213.977442,59.100000,1.000000,10.513829,116.080171,0.339663,5.066509,0.000000,1.161483
139,4948.2178,3.2,0.7,0.9,0.58,6e-05,78.0,3507.750579,791.997175,8.002825,216.181709,60.120000,1.000000,10.286235,127.034726,0.313063,4.905323,0.000000,0.734898
140,4951.4184,4.5,0.27,0.9,0.45,0.00011,73.0,3402.998466,717.939493,82.060507,213.965310,59.160000,1.000000,11.036917,113.095354,0.294742,4.652924,0.000000,1.409579
141,4952.4215,4.5,0.27,0.9,0.45,0.0001,73.0,3402.998466,717.939493,82.060507,213.965310,59.160000,1.000000,11.036917,113.095354,0.294742,4.652924,0.000000,1.422119
142,4953.6899,4.5,0.27,0.9,0.45,9e-05,73.0,3402.998466,717.939493,82.060507,213.965310,59.160000,1.000000,11.036917,113.095354,0.294742,4.652924,0.000000,1.437974
143,4960.2055,2.9,0.7,1.3,0.32,0.00011,74.0,3417.556932,728.139859,71.860141,214.254947,59.260000,1.000000,10.976698,116.489521,0.295052,4.606560,0.000000,1.188802
144,4961.2157,2.9,0.7,1.3,0.32,0.0001,74.0,3417.556932,728.139859,71.860141,214.254947,59.260000,1.000000,10.976698,116.489521,0.295052,4.606560,0.000000,1.201430
145,4962.3077,3.2,0.35,0.9,0.58,0.0001,78.0,3507.920045,785.195802,14.804198,216.172635,60.120000,1.000000,10.319120,127.065719,0.311954,4.894214,0.000000,0.630534
146,4987.0671,3.2,0.78,1.15,0.38,0.00011,74.0,3399.887187,835.996529,35.996529,213.970093,59.060000,1.000000,10.470014,116.399169,0.335660,5.091002,0.000000,1.126196
147,4988.0806,3.2,0.78,1.15,0.38,0.0001,74.0,3399.887187,835.996529,35.996529,213.970093,59.060000,1.000000,10.470014,116.399169,0.335660,5.091002,0.000000,1.138864
