t,east_m,north_m,up_m,ve_m_s,vn_m_s,vu_m_s,mass_kg,pitch_deg,ground_distance_m,speed_m_s,target_east_m,target_north_m,target_up_m,target_surface_distance_m,phase,desired_pitch_deg,remaining_ground_m,q_dyn,mach,cd_eff,azimuth_deg,line_of_sight_elevation_deg
0.34,-0.8013093310229542,6.129490961909357,6.331830510593027,-2.60121242869756,19.89756945841836,18.951942864812754,41.7852631578947,48.0,6.181646713951951,27.601733909356508,-2594.8902379120104,19849.208844384382,5.552378098607051,20017.142430270833,burn,48.0,20011.9238354439,466.357704929275,0.08111763441196297,0.22002605888611795,352.5519519239,0.015892004537414336
0.36000000000000004,-0.8533335795969054,6.527442351077724,6.7108693678892815,-2.6387701387660387,20.184861313763243,19.077634557891276,41.772631578947326,48.0,6.582984265871425,27.898886616235185,-2594.8902379120104,19849.208844384382,5.552378098607051,20017.142430270833,burn,48.0,20011.52249789198,476.43577502558105,0.08199127521860847,0.22002649450001174,352.5519519239,0.015892004537414336
0.38000000000000006,-0.9061089823722261,6.9311395773529885,7.092422059047107,-2.678551942742514,20.489166029160685,19.22238924955868,41.759999999999955,48.0,6.990116546144606,28.221991665047867,-2594.8902379120104,19849.208844384382,5.552378098607051,20017.142430270833,burn,48.0,20011.115365611706,487.51729676228905,0.08294119680415897,0.22002697593364162,352.5519519239,0.015892004537414336
0.4000000000000001,-0.9596800212270764,7.340922897936202,7.47686984403828,-2.720559006836491,20.810492525348717,19.38621718298078,41.747368421052585,48.0,7.403386707216262,28.57102478251302,-2594.8902379120104,19849.208844384382,5.552378098607051,20017.142430270833,burn,48.0,20010.702095450633,499.63207881451945,0.08396732925892267,0.22002750524970635,352.5519519239,0.015892004537414336
0.4200000000000001,-1.0140912013638061,7.757132748443176,7.864594187697896,-2.764792492274749,21.148849684950775,19.569128576432906,41.734736842105214,48.0,7.823138081464053,28.945961959536675,-2594.8902379120104,19849.208844384382,5.552378098607051,20017.142430270833,burn,48.0,20010.282344076386,512.8123601760286,0.08506960348056729,0.22002808473808239,352.5519519239,0.015892004537414336
0.4400000000000001,-1.069387051209301,8.180109742142191,8.255976759226554,-2.811253554896354,21.50424634937783,19.77113361982519,41.72210526315784,48.0,8.24971418042975,29.346779758904194,-2594.8902379120104,19849.208844384382,5.552378098607051,20017.142430270833,burn,48.0,20009.85576797742,527.0928132286306,0.08624795208168659,0.2200287169313989,352.5519519239,0.015892004537414336
0.46000000000000013,-1.1256121223072282,8.610194669129747,8.651399431623059,-2.8599433447463936,21.876691315720716,19.992242471218496,41.70947368421047,48.0,8.683458693987973,29.773455591961138,-2594.8902379120104,19849.208844384382,5.552378098607051,20017.142430270833,burn,48.0,20009.422023463863,542.5105467410635,0.08750231020624911,0.22002940462234846,352.5519519239,0.015892004537414336
0.48000000000000015,-1.182810989202156,9.047728495444161,9.05124428104743,-2.9108630056684146,22.266193333632543,20.232465253331238,41.6968421052631,48.0,9.12471548945224,30.22596796193179,-2594.8902379120104,19849.208844384382,5.552378098607051,20017.142430270833,burn,48.0,20008.9807666684,559.1051087909763,0.08883261624801682,0.22003015088287953,352.5519519239,0.015892004537414336
0.5000000000000001,-1.2410282493155245,9.493052362116812,9.455893586114055,-2.9640136748955586,22.672761102201157,20.491812050037172,41.68421052631573,48.0,9.573828610618154,30.70429667255875,-2594.8902379120104,19849.208844384382,5.552378098607051,20017.142430270833,burn,48.0,20008.531653547234,576.9184896036722,0.09023881246706214,0.22003095908543416,352.5519519239,0.015892004537414336
0.5200000000000001,-1.3003085228134357,9.946507584160836,9.865729827114798,-3.0193964826403943,23.09640326681163,20.770292902854294,41.67157894736836,48.0,10.031142276743475,31.208423001698236,-2594.8902379120104,19849.208844384382,5.552378098607051,20017.142430270833,burn,48.0,20008.074339881106,595.9951243012384,0.09172084550330763,0.22003183292641296,352.5519519239,0.015892004537414336
0.5400000000000001,-1.3606964524662435,10.408435649497068,10.281135685171884,-3.0770125516834455,23.53712841599876,21.0679178074249,41.65894736842099,48.0,10.497000881464938,31.738329840349902,-2594.8902379120104,19849.208844384382,5.552378098607051,20017.142430270833,burn,48.0,20007.608481276387,616.3818955556626,0.09327866678849324,0.22003277645206934,352.5519519239,0.015892004537414336
0.5600000000000002,-1.4222367034999124,10.879178217817044,10.702494041320383,-3.136862996960416,23.99494507828961,21.384696709986887,41.64631578947362,48.0,10.971748991651564,32.29400179832098,-2594.8902379120104,19849.208844384382,5.552378098607051,20017.142430270833,burn,48.0,20007.1337331662,638.1281361394922,0.09491223286009554,0.22003379408705812,352.5519519239,0.015892004537414336
0.5800000000000002,-1.4849739634391206,11.359077119382837,11.130187975520121,-3.1989489251481156,24.46986171903613,21.720639503836257,41.63368421052625,48.0,11.455731346194305,32.87542527831493,-2594.8902379120104,19849.208844384382,5.552378098607051,20017.142430270833,burn,48.0,20006.649750811655,661.2856313676141,0.09662150558245806,0.2200348906658866,352.5519519239,0.015892004537414336
0.6000000000000002,-1.5489529419420829,11.84847435376356,11.564600765596847,-3.263271434249095,24.96188673723786,22.07575602578091,41.62105263157888,48.0,11.949292854731775,33.482588520693554,-2594.8902379120104,19849.208844384382,5.552378098607051,20017.142430270833,burn,48.0,20006.156189303118,685.9086214236612,0.09840645228174065,0.22003607146754417,352.5519519239,0.015892004537414336
0.6200000000000002,-1.6142183706270647,12.347712088508317,12.006115886112465,-3.3298316131749948,25.47102846235486,22.45005605258562,41.608421052631506,48.0,12.452778596311923,34.11548162149301,-2594.8902379120104,19849.208844384382,5.552378098607051,20017.142430270833,burn,48.0,20005.65270356154,712.0538035645682,0.10026704580226976,0.22003734225361468,352.5519519239,0.015892004537414336
0.6400000000000002,-1.6808150028905646,12.857132657755415,12.455117007164176,-3.3964069529169323,25.98028615777356,22.824498158388987,41.595789473684135,48.0,12.966533817989403,34.74864839403002,-2594.8902379120104,19849.208844384382,5.552378098607051,20017.142430270833,burn,48.0,20005.13894833986,738.6979688012574,0.10212847082502312,0.2200386556404343,352.5519519239,0.015892004537414336
0.6600000000000003,-1.7487431419489032,13.376738380910886,12.911606970331956,-3.462997363271957,26.489659133500545,23.199081867239546,41.583157894736765,48.0,13.490560858906042,35.382082912541485,-2594.8902379120104,19849.208844384382,5.552378098607051,20017.142430270833,burn,48.0,20004.614921298944,765.8413741557246,0.10399071042159605,0.22004001296001274,352.5519519239,0.015892004537414336
