rank,score,kp,ki,kd,guidance_gain,guidance_altitude_gain,gamma_final_deg,peak_altitude,downrange,impact_error,final_speed,flight_time,landed,mean_alpha_deg,max_alpha_deg,mean_gimbal_deg,max_gimbal_deg,saturation_ratio,mean_gamma_error_deg
1,4607.130572,4.15,0.4,1.9,0.69,7e-05,75.2,3418.726358,801.446306,1.446306,214.314349,59.240000,1.000000,10.627730,115.845029,0.299319,4.486758,0.000000,1.032345
2,4622.1362,3.75,0.75,1.98,0.61,9e-05,76.0,3429.049197,799.745833,0.254167,214.535696,59.300000,1.000000,10.508369,117.887218,0.285305,4.656036,0.000000,0.915642
3,4623.8498,3.75,0.75,1.98,0.61,8e-05,76.0,3429.049197,799.745833,0.254167,214.535696,59.300000,1.000000,10.508369,117.887218,0.285305,4.656036,0.000000,0.937062
4,4625.2233,3.6,0.8,1.9,0.58,9e-05,76.0,3428.085520,801.683010,1.683010,214.551872,59.300000,1.000000,10.466209,117.822883,0.313034,4.716022,0.000000,0.951893
5,4626.1865,3.75,0.75,1.98,0.61,7e-05,76.0,3429.049197,799.745833,0.254167,214.535696,59.300000,1.000000,10.508369,117.887218,0.285305,4.656036,0.000000,0.966270
6,4626.9361,3.6,0.8,1.9,0.58,8e-05,76.0,3428.085520,801.683010,1.683010,214.551872,59.300000,1.000000,10.466209,117.822883,0.313034,4.716022,0.000000,0.973304
7,4629.2719,3.6,0.8,1.9,0.58,7e-05,76.0,3428.085520,801.683010,1.683010,214.551872,59.300000,1.000000,10.466209,117.822883,0.313034,4.716022,0.000000,1.002501
8,4630.2936,4.0,0.35,1.9,0.66,7e-05,76.0,3428.012733,799.533094,0.466906,214.565033,59.300000,1.000000,10.467829,118.169253,0.298719,4.402746,0.000000,1.012324
9,4633.4218,4.0,0.35,1.9,0.66,6e-05,76.0,3428.012733,799.533094,0.466906,214.565033,59.300000,1.000000,10.467829,118.169253,0.298719,4.402746,0.000000,1.051426
10,4635.2668,3.6,0.8,1.9,0.61,9e-05,76.0,3429.167593,796.993855,3.006145,214.530031,59.300000,1.000000,10.520526,117.894107,0.284990,4.652700,0.000000,0.918225
11,4636.9801,3.6,0.8,1.9,0.61,8e-05,76.0,3429.167593,796.993855,3.006145,214.530031,59.300000,1.000000,10.520526,117.894107,0.284990,4.652700,0.000000,0.939641
12,4637.4682,4.0,0.35,1.9,0.66,5e-05,76.0,3428.012733,799.533094,0.466906,214.565033,59.300000,1.000000,10.467829,118.169253,0.298719,4.402746,0.000000,1.102007
13,4639.3163,3.6,0.8,1.9,0.61,7e-05,76.0,3429.167593,796.993855,3.006145,214.530031,59.300000,1.000000,10.520526,117.894107,0.284990,4.652700,0.000000,0.968845
14,4643.1510,4.15,0.4,1.9,0.69,6e-05,75.2,3418.350109,811.596871,11.596871,214.330392,59.240000,1.000000,10.575734,115.845029,0.302078,4.486758,0.000000,1.067664
15,4643.7900,4.0,0.3,1.98,0.63,7e-05,75.2,3431.104963,791.356505,8.643495,214.566952,59.380000,1.000000,10.634535,115.491514,0.304762,4.729111,0.000000,1.037503
16,4646.9086,4.0,0.3,1.98,0.63,6e-05,75.2,3431.104963,791.356505,8.643495,214.566952,59.380000,1.000000,10.634535,115.491514,0.304762,4.729111,0.000000,1.076486
17,4650.9753,4.0,0.3,1.98,0.63,5e-05,75.2,3431.104963,791.356505,8.643495,214.566952,59.380000,1.000000,10.634535,115.491514,0.304762,4.729111,0.000000,1.127319
18,4655.1449,3.75,0.8,1.98,0.61,9e-05,76.0,3429.478949,792.809634,7.190366,214.593688,59.320000,1.000000,10.538648,117.903566,0.284141,4.642320,0.000000,0.920712
19,4655.7276,4.0,0.3,1.9,0.66,7e-05,76.0,3427.459040,808.495595,8.495595,214.510777,59.280000,1.000000,10.429171,118.149708,0.300551,4.420217,0.000000,1.005724
20,4656.8578,3.75,0.8,1.98,0.61,8e-05,76.0,3429.478949,792.809634,7.190366,214.593688,59.320000,1.000000,10.538648,117.903566,0.284141,4.642320,0.000000,0.942123
21,4658.8571,4.0,0.3,1.9,0.66,6e-05,76.0,3427.459040,808.495595,8.495595,214.510777,59.280000,1.000000,10.429171,118.149708,0.300551,4.420217,0.000000,1.044842
22,4659.1935,3.75,0.8,1.98,0.61,7e-05,76.0,3429.478949,792.809634,7.190366,214.593688,59.320000,1.000000,10.538648,117.903566,0.284141,4.642320,0.000000,0.971319
23,4659.9026,3.6,0.75,1.9,0.58,9e-05,76.0,3427.445962,812.442404,12.442404,214.572363,59.300000,1.000000,10.417072,117.800916,0.315288,4.736491,0.000000,0.943808
24,4661.6157,3.6,0.75,1.9,0.58,8e-05,76.0,3427.445962,812.442404,12.442404,214.572363,59.300000,1.000000,10.417072,117.800916,0.315288,4.736491,0.000000,0.965220
25,4662.3166,3.6,0.7,1.9,0.58,6e-05,76.0,3427.098326,810.990469,10.990469,214.503451,59.280000,1.000000,10.484878,117.778700,0.283829,4.757007,0.000000,0.972652
26,4662.9051,4.0,0.3,1.9,0.66,5e-05,76.0,3427.459040,808.495595,8.495595,214.510777,59.280000,1.000000,10.429171,118.149708,0.300551,4.420217,0.000000,1.095442
27,4663.2024,3.6,0.85,1.9,0.58,9e-05,76.0,3428.714781,790.940841,9.059159,214.531376,59.300000,1.000000,10.516290,117.844599,0.310786,4.695598,0.000000,0.959960
28,4663.9517,3.6,0.75,1.9,0.58,7e-05,76.0,3427.445962,812.442404,12.442404,214.572363,59.300000,1.000000,10.417072,117.800916,0.315288,4.736491,0.000000,0.994421
29,4664.9150,3.6,0.85,1.9,0.58,8e-05,76.0,3428.714781,790.940841,9.059159,214.531376,59.300000,1.000000,10.516290,117.844599,0.310786,4.695598,0.000000,0.981368
30,4667.2294,3.6,0.85,1.9,0.61,9e-05,76.0,3429.582980,790.277603,9.722397,214.588454,59.320000,1.000000,10.549906,117.909581,0.283859,4.639405,0.000000,0.923128
31,4667.2506,3.6,0.85,1.9,0.58,7e-05,76.0,3428.714781,790.940841,9.059159,214.531376,59.300000,1.000000,10.516290,117.844599,0.310786,4.695598,0.000000,1.010563
32,4668.9420,3.6,0.85,1.9,0.61,8e-05,76.0,3429.582980,790.277603,9.722397,214.588454,59.320000,1.000000,10.549906,117.909581,0.283859,4.639405,0.000000,0.944535
33,4671.2773,3.6,0.85,1.9,0.61,7e-05,76.0,3429.582980,790.277603,9.722397,214.588454,59.320000,1.000000,10.549906,117.909581,0.283859,4.639405,0.000000,0.973726
34,4673.3369,3.85,0.35,1.98,0.66,7e-05,76.0,3428.286515,814.708568,14.708568,214.560505,59.300000,1.000000,10.415106,117.916567,0.296211,4.507023,0.000000,0.986801
35,4674.3001,4.0,0.4,1.9,0.66,7e-05,76.0,3428.557681,790.350300,9.649700,214.547420,59.300000,1.000000,10.510574,118.188606,0.296995,4.385347,0.000000,1.019235
36,4676.4693,3.85,0.35,1.98,0.66,6e-05,76.0,3428.286515,814.708568,14.708568,214.560505,59.300000,1.000000,10.415106,117.916567,0.296211,4.507023,0.000000,1.025956
37,4677.4280,4.0,0.4,1.9,0.66,6e-05,76.0,3428.557681,790.350300,9.649700,214.547420,59.300000,1.000000,10.510574,118.188606,0.296995,4.385347,0.000000,1.058334
38,4680.5179,3.85,0.35,1.98,0.66,5e-05,76.0,3428.286515,814.708568,14.708568,214.560505,59.300000,1.000000,10.415106,117.916567,0.296211,4.507023,0.000000,1.076564
39,4681.4743,4.0,0.4,1.9,0.66,5e-05,76.0,3428.557681,790.350300,9.649700,214.547420,59.300000,1.000000,10.510574,118.188606,0.296995,4.385347,0.000000,1.108913
40,4683.7774,4.0,0.35,1.98,0.63,7e-05,75.2,3431.564441,782.988637,17.011363,214.623653,59.400000,1.000000,10.672726,115.511573,0.302959,4.714002,0.000000,1.043889
41,4686.8948,4.0,0.35,1.98,0.63,6e-05,75.2,3431.564441,782.988637,17.011363,214.623653,59.400000,1.000000,10.672726,115.511573,0.302959,4.714002,0.000000,1.082857
42,4688.6948,4.0,0.25,1.9,0.66,6e-05,76.0,3426.896523,817.740692,17.740692,214.528513,59.280000,1.000000,10.387572,118.129968,0.302290,4.437760,0.000000,1.037874
43,4689.7564,3.75,0.85,1.98,0.61,9e-05,76.0,3429.905331,785.620156,14.379844,214.579758,59.320000,1.000000,10.572939,117.919803,0.283072,4.628598,0.000000,0.926092
44,4690.9599,4.0,0.35,1.98,0.63,5e-05,75.2,3431.564441,782.988637,17.011363,214.623653,59.400000,1.000000,10.672726,115.511573,0.302959,4.714002,0.000000,1.133671
45,4691.4692,3.75,0.85,1.98,0.61,8e-05,76.0,3429.905331,785.620156,14.379844,214.579758,59.320000,1.000000,10.572939,117.919803,0.283072,4.628598,0.000000,0.947501
46,4693.8047,3.75,0.85,1.98,0.61,7e-05,76.0,3429.905331,785.620156,14.379844,214.579758,59.320000,1.000000,10.572939,117.919803,0.283072,4.628598,0.000000,0.976695
47,4695.0960,3.6,0.75,1.9,0.61,7e-05,76.0,3429.460566,785.229378,14.770622,214.588182,59.320000,1.000000,10.587135,117.878530,0.280206,4.665989,0.000000,0.966524
48,4695.9696,3.6,0.7,1.9,0.58,8e-05,76.0,3426.796048,822.961570,22.961570,214.520992,59.280000,1.000000,10.372333,117.778700,0.317653,4.757007,0.000000,0.957442
49,4697.9446,3.85,0.3,1.98,0.66,7e-05,76.0,3427.811989,822.346641,22.346641,214.575212,59.300000,1.000000,10.380969,117.897115,0.297540,4.521460,0.000000,0.981045
50,4701.0771,3.85,0.3,1.98,0.66,6e-05,76.0,3427.811989,822.346641,22.346641,214.575212,59.300000,1.000000,10.380969,117.897115,0.297540,4.521460,0.000000,1.020202
51,4705.1259,3.85,0.3,1.98,0.66,5e-05,76.0,3427.811989,822.346641,22.346641,214.575212,59.300000,1.000000,10.380969,117.897115,0.297540,4.521460,0.000000,1.070811
52,4708.1381,3.85,0.4,1.98,0.66,7e-05,76.0,3427.745083,825.341678,25.341678,214.576255,59.300000,1.000000,10.355184,117.935851,0.302559,4.492660,0.000000,0.990312
53,4713.1588,3.6,0.85,1.98,0.55,9e-05,76.0,3424.761556,829.823803,29.823803,214.494002,59.260000,1.000000,10.392975,117.568160,0.301952,4.584563,0.000000,0.883537
54,4714.4787,3.6,0.8,1.98,0.55,9e-05,76.0,3424.733377,830.233261,30.233261,214.494751,59.260000,1.000000,10.391162,117.567284,0.302020,4.585265,0.000000,0.883208
55,4714.8625,4.15,0.4,1.9,0.69,5e-05,75.2,3417.570182,832.336914,32.336914,214.362798,59.240000,1.000000,10.472573,115.845029,0.307718,4.607849,0.000000,1.110991
56,4714.8737,3.6,0.85,1.98,0.55,8e-05,76.0,3424.761556,829.823803,29.823803,214.494002,59.260000,1.000000,10.392975,117.568160,0.301952,4.584563,0.000000,0.904972
57,4714.9011,3.6,0.9,1.9,0.58,8e-05,76.0,3429.333995,780.460159,19.539841,214.582813,59.320000,1.000000,10.563733,117.866065,0.308550,4.675219,0.000000,0.989081
58,4715.7982,3.6,0.75,1.98,0.55,9e-05,76.0,3424.705194,830.642601,30.642601,214.495499,59.260000,1.000000,10.389350,117.566405,0.302088,4.585966,0.000000,0.882880
59,4716.1935,3.6,0.8,1.98,0.55,8e-05,76.0,3424.733377,830.233261,30.233261,214.494751,59.260000,1.000000,10.391162,117.567284,0.302020,4.585265,0.000000,0.904644
60,4716.3110,4.4,0.6,1.7,0.58,8e-05,76.0,3426.280544,780.795465,19.204535,214.504883,59.300000,1.000000,10.597020,118.174252,0.287240,4.633903,0.000000,0.958017
61,4716.6279,3.6,0.75,1.9,0.61,8e-05,76.0,3429.642658,780.260295,19.739705,214.580995,59.320000,1.000000,10.614596,117.878530,0.279064,4.665989,0.000000,0.938170
62,4717.5130,3.6,0.75,1.98,0.55,8e-05,76.0,3424.705194,830.642601,30.642601,214.495499,59.260000,1.000000,10.389350,117.566405,0.302088,4.585966,0.000000,0.904315
63,4719.6489,3.6,0.85,1.9,0.55,9e-05,76.0,3432.882092,822.310268,22.310268,214.634577,59.340000,1.000000,10.380535,119.068718,0.298504,4.727381,0.000000,0.926857
64,4720.3628,3.6,0.9,1.9,0.58,6e-05,76.0,3429.333995,780.460159,19.539841,214.582813,59.320000,1.000000,10.563733,117.866065,0.308550,4.675219,0.000000,1.057353
65,4720.8863,3.6,0.8,1.9,0.55,9e-05,76.0,3432.855471,822.701003,22.701003,214.635285,59.340000,1.000000,10.378794,119.066658,0.298577,4.728048,0.000000,0.926548
66,4721.1144,3.85,0.4,1.98,0.66,6e-05,76.0,3427.573183,828.354533,28.354533,214.581302,59.300000,1.000000,10.339963,117.935851,0.303944,4.492660,0.000000,1.029099
67,4721.3649,3.6,0.85,1.9,0.55,8e-05,76.0,3432.882092,822.310268,22.310268,214.634577,59.340000,1.000000,10.380535,119.068718,0.298504,4.727381,0.000000,0.948307
68,4721.3720,4.0,0.45,1.9,0.66,6e-05,76.0,3429.093961,781.200504,18.799496,214.529838,59.300000,1.000000,10.553915,118.207766,0.295278,4.368020,0.000000,1.065214
69,4722.1234,3.6,0.75,1.9,0.55,9e-05,76.0,3432.828848,823.091619,23.091619,214.635992,59.340000,1.000000,10.377055,119.064595,0.298651,4.728714,0.000000,0.926239
70,4722.5348,3.6,0.75,1.9,0.61,9e-05,76.0,3429.700304,778.677035,21.322965,214.578699,59.320000,1.000000,10.623434,117.878530,0.278734,4.665989,0.000000,0.917028
71,4722.6023,3.6,0.8,1.9,0.55,8e-05,76.0,3432.855471,822.701003,22.701003,214.635285,59.340000,1.000000,10.378794,119.066658,0.298577,4.728048,0.000000,0.947997
72,4723.7044,3.6,0.85,1.9,0.55,7e-05,76.0,3432.882092,822.310268,22.310268,214.634577,59.340000,1.000000,10.380535,119.068718,0.298504,4.727381,0.000000,0.977551
73,4723.8394,3.6,0.75,1.9,0.55,8e-05,76.0,3432.828848,823.091619,23.091619,214.635992,59.340000,1.000000,10.377055,119.064595,0.298651,4.728714,0.000000,0.947688
74,4724.9418,3.6,0.8,1.9,0.55,7e-05,76.0,3432.855471,822.701003,22.701003,214.635285,59.340000,1.000000,10.378794,119.066658,0.298577,4.728048,0.000000,0.977241
75,4725.2700,4.0,0.4,1.98,0.63,7e-05,75.2,3432.017156,774.395882,25.604118,214.608474,59.400000,1.000000,10.715048,115.531520,0.301263,4.698928,0.000000,1.050609
76,4726.1789,3.6,0.75,1.9,0.55,7e-05,76.0,3432.828848,823.091619,23.091619,214.635992,59.340000,1.000000,10.377055,119.064595,0.298651,4.728714,0.000000,0.976932
77,4728.3873,4.0,0.4,1.98,0.63,6e-05,75.2,3432.017156,774.395882,25.604118,214.608474,59.400000,1.000000,10.715048,115.531520,0.301263,4.698928,0.000000,1.089575
78,4729.3086,4.4,0.6,1.7,0.58,6e-05,76.0,3422.619213,830.628248,30.628248,214.470910,59.260000,1.000000,10.349084,118.174252,0.302173,4.633903,0.000000,1.012156
79,4731.3327,3.6,0.6,1.9,0.58,6e-05,76.0,3425.740176,832.326036,32.326036,214.473509,59.260000,1.000000,10.390343,117.733513,0.287779,4.798174,0.000000,0.956712
80,4731.8203,3.6,1.1,1.9,0.5,4e-05,76.0,3431.067901,805.414490,5.414490,214.601621,59.340000,1.000000,10.491561,117.808131,0.300512,4.881737,0.000000,1.114006
81,4732.3623,3.6,0.8,1.9,0.58,6e-05,76.0,3429.066647,778.015661,21.984339,214.511375,59.300000,1.000000,10.642247,117.822883,0.278100,4.680214,0.000000,0.995035
82,4732.4522,4.0,0.4,1.98,0.63,5e-05,75.2,3432.017156,774.395882,25.604118,214.608474,59.400000,1.000000,10.715048,115.531520,0.301263,4.698928,0.000000,1.140386
83,4733.2818,3.6,0.25,1.7,0.58,8e-05,76.0,3430.517705,826.247290,26.247290,214.610649,59.320000,1.000000,10.377425,119.072742,0.297511,4.755163,0.000000,0.935625
84,4734.3283,4.15,0.3,1.9,0.69,7e-05,75.2,3421.400045,772.484104,27.515896,214.368174,59.280000,1.000000,10.773253,115.837677,0.290448,4.505277,0.000000,1.042385
85,4738.7530,3.6,0.25,1.7,0.58,6e-05,76.0,3430.517705,826.247290,26.247290,214.610649,59.320000,1.000000,10.377425,119.072742,0.297511,4.755163,0.000000,1.004016
86,4740.7138,4.0,0.35,1.9,0.5,8e-05,76.0,3432.388725,785.256509,14.743491,214.636256,59.360000,1.000000,10.583872,117.939267,0.296979,4.847405,0.000000,0.941367
87,4742.8415,4.0,0.45,1.9,0.5,8e-05,76.0,3432.429413,784.631654,15.368346,214.635120,59.360000,1.000000,10.586869,117.944001,0.296873,4.846353,0.000000,0.941862
88,4744.5109,3.85,0.4,1.98,0.66,5e-05,76.0,3427.222740,834.155362,34.155362,214.519608,59.280000,1.000000,10.313014,117.935851,0.307254,4.492660,0.000000,1.079331
89,4746.0355,4.0,0.6,1.9,0.5,8e-05,76.0,3432.490430,783.693783,16.306217,214.633414,59.360000,1.000000,10.591372,117.951088,0.296715,4.844773,0.000000,0.942603
90,4746.1813,4.0,0.35,1.9,0.5,6e-05,76.0,3432.388725,785.256509,14.743491,214.636256,59.360000,1.000000,10.583872,117.939267,0.296979,4.847405,0.000000,1.009712
91,4748.1665,4.0,0.7,1.9,0.5,8e-05,76.0,3432.531099,783.068144,16.931856,214.632275,59.360000,1.000000,10.594380,117.955803,0.296609,4.843720,0.000000,0.943098
92,4748.3090,4.0,0.45,1.9,0.5,6e-05,76.0,3432.429413,784.631654,15.368346,214.635120,59.360000,1.000000,10.586869,117.944001,0.296873,4.846353,0.000000,1.010206
93,4748.3607,3.6,0.25,1.7,0.58,4e-05,76.0,3430.517705,826.247290,26.247290,214.610649,59.320000,1.000000,10.377425,119.072742,0.297511,4.755163,0.000000,1.124112
94,4750.2365,3.85,0.4,1.9,0.66,7e-05,76.0,3425.370653,839.103500,39.103500,214.491675,59.260000,1.000000,10.346123,117.756450,0.291061,4.749385,0.000000,0.927288
95,4751.5031,4.0,0.6,1.9,0.5,6e-05,76.0,3432.490430,783.693783,16.306217,214.633414,59.360000,1.000000,10.591372,117.951088,0.296715,4.844773,0.000000,1.010948
96,4753.3690,3.85,0.4,1.9,0.66,6e-05,76.0,3425.370653,839.103500,39.103500,214.491675,59.260000,1.000000,10.346123,117.756450,0.291061,4.749385,0.000000,0.966445
97,4753.6342,4.0,0.7,1.9,0.5,6e-05,76.0,3432.531099,783.068144,16.931856,214.632275,59.360000,1.000000,10.594380,117.955803,0.296609,4.843720,0.000000,1.011443
98,4755.7666,4.0,0.8,1.9,0.5,6e-05,76.0,3432.571760,782.442192,17.557808,214.631136,59.360000,1.000000,10.597393,117.960510,0.296503,4.842666,0.000000,1.011939
99,4755.7913,4.0,0.35,1.9,0.5,4e-05,76.0,3432.388725,785.256509,14.743491,214.636256,59.360000,1.000000,10.583872,117.939267,0.296979,4.847405,0.000000,1.129836
100,4757.4203,3.85,0.4,1.9,0.66,5e-05,76.0,3425.370653,839.103500,39.103500,214.491675,59.260000,1.000000,10.346123,117.756450,0.291061,4.749385,0.000000,1.017087
101,4757.9003,4.0,0.9,1.9,0.5,6e-05,76.0,3432.612413,781.815927,18.184073,214.629996,59.360000,1.000000,10.600410,117.965210,0.296398,4.841611,0.000000,1.012434
102,4757.9190,4.0,0.45,1.9,0.5,4e-05,76.0,3432.429413,784.631654,15.368346,214.635120,59.360000,1.000000,10.586869,117.944001,0.296873,4.846353,0.000000,1.130331
103,4760.0353,4.0,1.0,1.9,0.5,6e-05,76.0,3432.653058,781.189350,18.810650,214.628855,59.360000,1.000000,10.603431,117.969902,0.296292,4.840556,0.000000,1.012930
104,4761.1130,4.0,0.6,1.9,0.5,4e-05,76.0,3432.490430,783.693783,16.306217,214.633414,59.360000,1.000000,10.591372,117.951088,0.296715,4.844773,0.000000,1.131072
105,4763.2441,4.0,0.7,1.9,0.5,4e-05,76.0,3432.531099,783.068144,16.931856,214.632275,59.360000,1.000000,10.594380,117.955803,0.296609,4.843720,0.000000,1.131567
106,4765.3765,4.0,0.8,1.9,0.5,4e-05,76.0,3432.571760,782.442192,17.557808,214.631136,59.360000,1.000000,10.597393,117.960510,0.296503,4.842666,0.000000,1.132062
107,4765.4336,3.45,0.85,1.9,0.58,9e-05,76.0,3423.715956,845.838173,45.838173,214.452930,59.240000,1.000000,10.326075,117.535589,0.304714,4.612125,0.000000,0.870620
108,4765.6443,3.6,0.6,1.9,0.58,8e-05,76.0,3425.465271,844.292723,44.292723,214.490241,59.260000,1.000000,10.281991,117.733513,0.322295,4.798174,0.000000,0.941495
109,4766.7558,3.45,0.8,1.9,0.58,9e-05,76.0,3423.687282,846.246205,46.246205,214.453677,59.240000,1.000000,10.324322,117.534723,0.304782,4.612826,0.000000,0.870292
110,4767.1492,3.45,0.85,1.9,0.58,8e-05,76.0,3423.715956,845.838173,45.838173,214.452930,59.240000,1.000000,10.326075,117.535589,0.304714,4.612125,0.000000,0.892065
111,4767.2342,4.15,0.3,1.9,0.69,5e-05,75.2,3419.803887,767.052133,32.947867,214.332800,59.260000,1.000000,10.813930,115.837677,0.290665,4.505277,0.000000,1.130633
112,4767.5102,4.0,0.9,1.9,0.5,4e-05,76.0,3432.612413,781.815927,18.184073,214.629996,59.360000,1.000000,10.600410,117.965210,0.296398,4.841611,0.000000,1.132557
113,4768.0778,3.45,0.75,1.9,0.58,9e-05,76.0,3423.658604,846.654112,46.654112,214.454425,59.240000,1.000000,10.322570,117.533854,0.304849,4.613526,0.000000,0.869964
114,4768.4715,3.45,0.8,1.9,0.58,8e-05,76.0,3423.687282,846.246205,46.246205,214.453677,59.240000,1.000000,10.324322,117.534723,0.304782,4.612826,0.000000,0.891737
115,4769.6452,4.0,1.0,1.9,0.5,4e-05,76.0,3432.653058,781.189350,18.810650,214.628855,59.360000,1.000000,10.603431,117.969902,0.296292,4.840556,0.000000,1.133053
116,4769.7934,3.45,0.75,1.9,0.58,8e-05,76.0,3423.658604,846.654112,46.654112,214.454425,59.240000,1.000000,10.322570,117.533854,0.304849,4.613526,0.000000,0.891409
117,4771.7816,4.0,1.1,1.9,0.5,4e-05,76.0,3432.693695,780.562459,19.437541,214.627714,59.360000,1.000000,10.606457,117.974587,0.296186,4.839501,0.000000,1.133549
118,4772.3715,4.0,0.25,1.9,0.5,4e-05,76.0,3432.466081,781.958496,18.041504,214.632029,59.360000,1.000000,10.601802,117.934526,0.295797,4.848457,0.000000,1.130406
119,4772.4727,3.85,0.35,1.9,0.66,7e-05,76.0,3424.931838,845.962791,45.962791,214.505013,59.260000,1.000000,10.316418,117.739269,0.292379,4.762539,0.000000,0.922128
120,4772.7749,3.45,0.75,1.82,0.58,9e-05,76.0,3431.847540,837.935098,37.935098,214.665611,59.340000,1.000000,10.295527,119.195824,0.307708,4.700032,0.000000,0.932432
121,4774.4920,3.45,0.75,1.82,0.58,8e-05,76.0,3431.847540,837.935098,37.935098,214.665611,59.340000,1.000000,10.295527,119.195824,0.307708,4.700032,0.000000,0.953896
122,4775.6055,3.85,0.35,1.9,0.66,6e-05,76.0,3424.931838,845.962791,45.962791,214.505013,59.260000,1.000000,10.316418,117.739269,0.292379,4.762539,0.000000,0.961287
123,4776.8333,3.45,0.75,1.82,0.58,7e-05,76.0,3431.847540,837.935098,37.935098,214.665611,59.340000,1.000000,10.295527,119.195824,0.307708,4.700032,0.000000,0.983162
124,4778.6301,3.45,0.8,1.82,0.58,8e-05,76.0,3431.849692,839.181523,39.181523,214.665921,59.340000,1.000000,10.288704,119.197323,0.308438,4.699449,0.000000,0.954057
125,4779.6513,4.0,0.25,1.5,0.66,8e-05,78.0,3484.033205,798.281841,1.718159,215.749594,59.860000,1.000000,10.286221,125.821759,0.294624,4.786539,0.000000,0.717084
126,4779.6569,3.85,0.35,1.9,0.66,5e-05,76.0,3424.931838,845.962791,45.962791,214.505013,59.260000,1.000000,10.316418,117.739269,0.292379,4.762539,0.000000,1.011930
127,4781.0204,3.6,1.1,1.5,0.66,4e-05,76.0,3424.647121,845.353292,45.353292,214.500141,59.280000,1.000000,10.293698,117.600790,0.310766,4.416605,0.000000,1.113240
128,4781.3210,3.45,0.8,1.82,0.58,9e-05,76.0,3431.831061,840.518560,40.518560,214.666709,59.340000,1.000000,10.281744,119.197323,0.309110,4.699449,0.000000,0.932498
129,4783.0289,4.15,0.3,1.82,0.69,7e-05,75.2,3432.041019,765.700372,34.299628,214.604224,59.400000,1.000000,10.722179,116.465635,0.312426,4.794277,0.000000,1.102306
130,4783.6797,3.45,0.8,1.82,0.58,7e-05,76.0,3431.838315,840.003025,40.003025,214.666404,59.340000,1.000000,10.284426,119.197323,0.308851,4.699449,0.000000,0.983265
131,4785.1158,4.15,0.35,1.9,0.69,7e-05,75.2,3420.078047,761.855023,38.144977,214.323298,59.260000,1.000000,10.840411,115.841380,0.289841,4.496019,0.000000,1.044622
132,4786.0465,4.15,0.3,1.98,0.69,5e-05,75.2,3430.601368,803.862767,3.862767,214.602868,59.380000,1.000000,10.519831,116.431002,0.320466,4.964282,0.000000,1.184554
133,4786.1440,4.15,0.3,1.82,0.69,6e-05,75.2,3432.041019,765.700372,34.299628,214.604224,59.400000,1.000000,10.722179,116.465635,0.312426,4.794277,0.000000,1.141245
134,4788.2421,4.15,0.35,1.9,0.69,6e-05,75.2,3420.078047,761.855023,38.144977,214.323298,59.260000,1.000000,10.840411,115.841380,0.289841,4.496019,0.000000,1.083701
135,4790.4840,3.75,0.8,1.82,0.58,7e-05,76.0,3429.770004,764.214743,35.785257,214.542826,59.320000,1.000000,10.693668,117.489760,0.302293,4.632913,0.000000,0.980467
136,4791.5883,3.85,0.4,1.98,0.63,7e-05,76.0,3425.857047,851.414352,51.414352,214.493116,59.260000,1.000000,10.283528,117.759322,0.295071,4.752898,0.000000,0.926946
137,4792.3237,4.15,0.35,1.9,0.69,5e-05,75.2,3420.078047,761.855023,38.144977,214.323298,59.260000,1.000000,10.840411,115.841380,0.289841,4.496019,0.000000,1.134721
138,4794.0539,3.6,0.8,1.82,0.55,9e-05,76.0,3431.323206,845.437645,45.437645,214.605135,59.320000,1.000000,10.282648,118.970009,0.302969,4.767089,0.000000,0.908524
139,4794.7207,3.85,0.4,1.98,0.63,6e-05,76.0,3425.857047,851.414352,51.414352,214.493116,59.260000,1.000000,10.283528,117.759322,0.295071,4.752898,0.000000,0.966101
140,4794.7376,3.85,0.3,1.9,0.66,7e-05,76.0,3424.489605,852.815672,52.815672,214.518335,59.260000,1.000000,10.287137,117.721993,0.293696,4.775686,0.000000,0.916970
141,4794.8603,3.6,0.25,1.9,0.66,8e-05,78.0,3479.552323,799.610024,0.389976,215.640308,59.800000,1.000000,10.289195,126.053880,0.280566,4.824712,0.000000,0.709990
142,4795.0929,3.6,0.75,1.82,0.55,9e-05,76.0,3431.300444,845.763700,45.763700,214.605726,59.320000,1.000000,10.281262,118.968166,0.303031,4.767647,0.000000,0.908266
143,4795.5888,3.6,0.7,1.5,0.66,8e-05,78.0,3487.509119,808.395591,8.395591,215.770310,59.880000,1.000000,10.238447,125.465107,0.300404,4.593662,0.000000,0.696331
144,4795.7701,3.6,0.8,1.82,0.55,8e-05,76.0,3431.323206,845.437645,45.437645,214.605135,59.320000,1.000000,10.282648,118.970009,0.302969,4.767089,0.000000,0.929978
145,4796.8092,3.6,0.75,1.82,0.55,8e-05,76.0,3431.300444,845.763700,45.763700,214.605726,59.320000,1.000000,10.281262,118.968166,0.303031,4.767647,0.000000,0.929719
146,4797.8705,3.85,0.3,1.9,0.66,6e-05,76.0,3424.489605,852.815672,52.815672,214.518335,59.260000,1.000000,10.287137,117.721993,0.293696,4.775686,0.000000,0.956131
147,4798.7719,3.85,0.4,1.98,0.63,5e-05,76.0,3425.857047,851.414352,51.414352,214.493116,59.260000,1.000000,10.283528,117.759322,0.295071,4.752898,0.000000,1.016741
